Name,Hash,Id,Tag,Tier,Type,Equippable,Power,Masterwork Type,Masterwork Tier,Mobility,Recovery,Resilience,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10
Vigil of Heroes,1054960580,"""6917529090838800718""",,Legendary,Warlock Bond,Warlock,691,Solar Damage Resistance,1,0,0,0,,Tier 1 Armor,Vanguard Veteran,Innervation,Recuperation,Heavy Ammo Finder,Machine Gun Reserves,,,,,
Reverie Dawn Casque,2824453288,"""6917529093356640592""",keep,Legendary,Helmet,Hunter,685,Solar Damage Resistance,2,2,0,1,,Mobile Hunter Armor,Plasteel Reinforcement Mod,Restorative Mod,Riven's Curse,Tier 2 Armor,Burnished Dreams,Submachine Gun Targeting,Remote Connection,Power Weapon Targeting,Fusion Rifle Reserves,Linear Fusion Rifle Reserves
Neoteric Kiyot Grasps,2622606502,"""6917529090806825409""",,Legendary,Gauntlets,Hunter,10,Arc Damage Resistance,2,3,0,0,,Mobile Hunter Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 2 Armor,Scout Rifle Loader,Momentum Transfer,Fusion Rifle Scavenger,Heavy Ammo Finder,,,
Frostveil Boots,2311506225,"""6917529086490879573""",keep,Legendary,Leg Armor,Hunter,10,Solar Damage Resistance,2,2,0,1,,Tier 2 Armor,Heavy Hunter Armor,Mobility Enhancement Mod,Restorative Mod,Sidearm Dexterity,Traction,Arrow Scavenger,Special Ammo Finder,,,
Ancient Apocalypse Strides,1169857924,"""6917529086478390892""",,Legendary,Leg Armor,Hunter,650,Solar Damage Resistance,1,3,0,0,,Mobile Hunter Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Gambit Leather,Shotgun Dexterity,Perpetuation,Pulse Rifle Scavenger,Sidearm Scavenger,,
Scatterhorn Wraps,1069453608,"""6917529092293801936""",favorite,Legendary,Gauntlets,Warlock,673,Arc Damage Resistance,3,1,1,1,,Heavy Warlock Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 3 Armor,Tangled Rust,Fastball,Rifle Loader,Fusion Rifle Scavenger,Grenade Launcher Scavenger,,
Neoteric Kiyot Vest,3532819274,"""6917529090173078161""",,Legendary,Chest Armor,Hunter,10,Arc Damage Resistance,1,1,0,3,,Heavy Hunter Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 1 Armor,Unflinching Grenade Launcher Aim,Unflinching Energy Aim,Pulse Rifle Reserves,Sidearm Reserves,,,
Sunbreak Helm,2001565587,"""6917529092069297024""",keep,Legendary,Helmet,Titan,10,Arc Damage Resistance,2,2,0,1,,Mobile Titan Armor,Mobility Enhancement Mod,Restorative Mod,Tier 2 Armor,Pump Action,Remote Connection,Sword Reserves,Heavy Ammo Finder,,,
Bulletsmith's Ire Helm,2921334134,"""6917529091874511569""",,Legendary,Helmet,Titan,670,Arc Damage Resistance,2,1,1,1,,Restorative Titan Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 2 Armor,Midnight Smith,Auto Rifle Targeting,Shotgun Targeting,Ashes to Assets,Shotgun Reserves,Sniper Rifle Reserves,
Ancient Apocalypse Grips,2130645994,"""6917529092040139806""",favorite,Legendary,Gauntlets,Hunter,700,Solar Damage Resistance,1,3,0,0,,Mobile Hunter Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Gambit Leather,Submachine Gun Loader,Light Arms Loader,Fusion Rifle Scavenger,Special Ammo Finder,,
Scatterhorn Robe,1250571424,"""6917529086901935846""",,Legendary,Chest Armor,Warlock,650,Solar Damage Resistance,2,0,2,2,,Restorative Warlock Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 2 Armor,Tangled Rust,Unflinching Grenade Launcher Aim,Unflinching Sidearm Aim,Pulse Rifle Reserves,Submachine Gun Reserves,,
Notorious Reaper Vest,2635164577,"""6917529091307022836""",keep,Legendary,Chest Armor,Hunter,682,Void Damage Resistance,1,1,0,3,,Reaper +3,Heavy Hunter Armor,Plasteel Reinforcement Mod,Restorative Mod,Minor Resist,Tier 1 Armor,Unflinching Sidearm Aim,Unflinching Submachine Gun Aim,Unflinching Kinetic Aim,Scout Rifle Reserves,Special Ammo Finder
Ancient Apocalypse Plate,4115739810,"""6917529090439310033""",keep,Legendary,Chest Armor,Titan,676,Solar Damage Resistance,2,2,0,2,,Mobile Titan Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 2 Armor,Gambit Leather,Unflinching Fusion Rifle Aim,Unflinching Rifle Aim,Bow Reserves,Primary Ammo Finder,,
Ancient Apocalypse Greaves,3486086024,"""6917529090444981018""",,Legendary,Leg Armor,Titan,658,Solar Damage Resistance,1,2,1,0,,Restorative Titan Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Gambit Leather,Fusion Rifle Dexterity,Dynamo,Auto Rifle Scavenger,Pulse Rifle Scavenger,,
Reverie Dawn Helm,4097166900,"""6917529084354816108""",keep,Legendary,Helmet,Titan,650,Solar Damage Resistance,2,1,1,1,,Mobile Titan Armor,Mobility Enhancement Mod,Restorative Mod,Riven's Curse,Tier 2 Armor,Burnished Dreams,Hands-On,Enhanced Ashes to Assets,Machine Gun Targeting,Sniper Rifle Reserves,Special Ammo Finder
Mimetic Savior Gauntlets,3403784957,"""6917529090444976365""",keep,Legendary,Gauntlets,Titan,679,Arc Damage Resistance,1,0,1,2,,Restorative Titan Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 1 Armor,Energy Weapon Loader,Light Arms Loader,Special Ammo Finder,Machine Gun Scavenger,,,
Ancient Apocalypse Vest,3855285278,"""6917529090870934801""",keep,Legendary,Chest Armor,Hunter,680,Void Damage Resistance,1,2,0,2,,Mobile Hunter Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 1 Armor,Gambit Leather,Unflinching Linear Fusion Aim,Unflinching Rifle Aim,Auto Rifle Reserves,Scout Rifle Reserves,,
Reverie Dawn Hauberk,1593474975,"""6917529078420138935""",keep,Legendary,Chest Armor,Hunter,568,Void Damage Resistance,1,1,1,2,,Survivalist Hunter Armor,Plasteel Reinforcement Mod,Restorative Mod,Riven's Curse,Tier 1 Armor,Burnished Dreams,Unflinching Bow Aim,Unflinching Grenade Launcher Aim,Enhanced Unflinching Sniper Aim,Pulse Rifle Reserves,Submachine Gun Reserves
Scatterhorn Gauntlets,3066181671,"""6917529090492568466""",keep,Legendary,Gauntlets,Titan,680,Solar Damage Resistance,1,2,0,1,,Mobile Titan Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Tangled Rust,Bow Reloader,Machine Gun Loader,Fusion Rifle Scavenger,Shotgun Scavenger,,
Woven Firesmith Mask,3086191374,"""6917529086699357161""",,Legendary,Helmet,Hunter,650,Arc Damage Resistance,1,1,1,1,,Survivalist Hunter Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 1 Armor,New Age Black Armory,Auto Rifle Targeting,Power Weapon Targeting,Fusion Rifle Reserves,Linear Fusion Rifle Reserves,,
Scatterhorn Cloak,2757593792,"""6917529074223747933""",,Legendary,Hunter Cloak,Hunter,600,Solar Damage Resistance,2,0,0,0,,Tier 2 Armor,Tangled Rust,Invigoration,Better Already,Pulse Rifle Reserves,Fusion Rifle Scavenger,,,,,
Wing Contender,2331227463,"""6917529085083319512""",,Legendary,Gauntlets,Hunter,650,Void Damage Resistance,1,1,1,1,,Survivalist Hunter Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Super Mod,Tier 1 Armor,Crucible Legacy,Auto Rifle Loader,Impact Induction,Sniper Rifle Scavenger,Special Ammo Finder,
Mimetic Savior Gauntlets,3403784957,"""6917529092560189918""",keep,Legendary,Gauntlets,Titan,682,Void Damage Resistance,2,0,1,2,,Restorative Titan Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 2 Armor,Momentum Transfer,Kinetic Weapon Loader,Rocket Launcher Scavenger,Shotgun Scavenger,,,
Bond of Reciprocity,82115767,"""6917529085184912134""",keep,Legendary,Warlock Bond,Warlock,10,Arc Damage Resistance,2,0,0,0,,Tier 2 Armor,Innervation,Invigoration,Hand Cannon Reserves,Shotgun Scavenger,,,,,,
Vigil of Heroes,1514863327,"""6917529081434330031""",favorite,Legendary,Helmet,Titan,600,Solar Damage Resistance,2,1,0,2,,Mobile Titan Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 2 Armor,Vanguard Veteran,Heavy Lifting,Pump Action,Shotgun Reserves,Heavy Ammo Finder,,
Symmetrists' Palms,3349428378,"""6917529088891188683""",favorite,Legendary,Gauntlets,Warlock,10,Arc Damage Resistance,3,1,2,0,,Tier 3 Armor,Restorative Warlock Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Momentum Transfer,Light Arms Loader,Fusion Rifle Scavenger,Heavy Ammo Finder,,,
Dragonfly Regalia Robes,4118548161,"""6917529078654648168""",,Legendary,Chest Armor,Warlock,10,Void Damage Resistance,2,1,2,1,,Tier 2 Armor,Restorative Warlock Armor,Mobility Enhancement Mod,Restorative Mod,Unflinching Sidearm Aim,Unflinching Submachine Gun Aim,Bow Reserves,Primary Ammo Finder,,,
Bulletsmith's Ire Plate,2530113265,"""6917529087408757103""",keep,Legendary,Chest Armor,Titan,650,Arc Damage Resistance,1,1,1,2,,Heavy Titan Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Ordnance Mod,Tier 1 Armor,Midnight Smith,Unflinching Fusion Rifle Aim,Unflinching Sidearm Aim,Enhanced Unflinching Bow Aim,Bow Reserves,Hand Cannon Reserves
Tangled Web Greaves,1618341271,"""6917529090436450288""",,Legendary,Leg Armor,Titan,677,Void Damage Resistance,1,1,0,2,,Heavy Titan Armor,Mobility Enhancement Mod,Restorative Mod,Tier 1 Armor,Dynamo,Energy Dexterity,Scout Rifle Scavenger,Submachine Gun Scavenger,,,
Tangled Web Bond,4256272077,"""6917529086646006091""",,Legendary,Warlock Bond,Warlock,635,Solar Damage Resistance,1,0,0,0,,Tier 1 Armor,Insulation,Innervation,Sidearm Scavenger,Machine Gun Reserves,,,,,,
Reverie Dawn Strides,344548395,"""6917529075180023117""",,Legendary,Leg Armor,Hunter,596,Arc Damage Resistance,1,0,2,1,,Survivalist Hunter Armor,Mobility Enhancement Mod,Restorative Mod,Super Mod,Tier 1 Armor,Burnished Dreams,Shotgun Dexterity,Dynamo,Power Dexterity,Auto Rifle Scavenger,Pulse Rifle Scavenger
Frostveil Vest,1987263977,"""6917529085329119372""",,Legendary,Chest Armor,Hunter,10,Solar Damage Resistance,1,1,0,3,,Tier 1 Armor,Heavy Hunter Armor,Plasteel Reinforcement Mod,Restorative Mod,Unflinching Auto Rifle Aim,Unflinching Submachine Gun Aim,Hand Cannon Reserves,Sidearm Reserves,,,
Inaugural Revelry Bond,1926693852,"""6917529092241298152""",,Legendary,Warlock Bond,Warlock,700,Solar Damage Resistance,2,0,0,0,,Tier 2 Armor,Innervation,Recuperation,Hand Cannon Reserves,Primary Ammo Finder,,,,,,
Prodigal Gloves,2475888361,"""6917529093226718643""",,Legendary,Gauntlets,Warlock,676,Arc Damage Resistance,1,1,2,0,,Restorative Warlock Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Grenade Launcher Loader,Machine Gun Loader,Shotgun Scavenger,Sword Scavenger,,,
Ancient Apocalypse Greaves,3486086024,"""6917529090450709529""",favorite,Legendary,Leg Armor,Titan,680,Solar Damage Resistance,1,2,1,0,,Restorative Titan Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Gambit Leather,Auto Rifle Dexterity,Rifle Dexterity,Pulse Rifle Scavenger,Special Ammo Finder,,
Vigil of Heroes,335317194,"""6917529084390777229""",,Legendary,Chest Armor,Titan,632,Solar Damage Resistance,1,2,0,2,,Mobile Titan Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 1 Armor,Vanguard Veteran,Unflinching Auto Rifle Aim,Unflinching Pulse Rifle Aim,Sidearm Reserves,Special Ammo Finder,,
Mimetic Savior Greaves,1432969759,"""6917529090436442166""",,Legendary,Leg Armor,Titan,680,Arc Damage Resistance,1,2,0,1,,Mobile Titan Armor,Mobility Enhancement Mod,Restorative Mod,Tier 1 Armor,Perpetuation,Dynamo,Auto Rifle Scavenger,Submachine Gun Scavenger,,,
Vernal Growth Robes,2967148056,"""6917529092537944197""",keep,Legendary,Chest Armor,Warlock,10,Arc Damage Resistance,1,1,2,1,,Restorative Warlock Armor,Mobility Enhancement Mod,Restorative Mod,Tier 1 Armor,Unflinching Kinetic Aim,Unflinching Rifle Aim,Auto Rifle Reserves,Submachine Gun Reserves,,,
Dragonfly Regalia Mandible,3516622758,"""6917529078845356821""",,Legendary,Helmet,Warlock,10,Arc Damage Resistance,2,1,2,0,,Tier 2 Armor,Restorative Warlock Armor,Mobility Enhancement Mod,Restorative Mod,Ashes to Assets,Heavy Lifting,Grenade Launcher Reserves,Sniper Rifle Reserves,,,
Ancient Apocalypse Boots,1193646249,"""6917529090833003763""",keep,Legendary,Leg Armor,Warlock,683,Void Damage Resistance,1,1,2,0,,Restorative Warlock Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Gambit Leather,Grenade Launcher Dexterity,Dynamo,Hand Cannon Scavenger,Pulse Rifle Scavenger,,
Cloak of the Great Hunt,1314563129,"""6917529080388309524""",keep,Legendary,Hunter Cloak,Hunter,650,Void Damage Resistance,1,0,0,0,,Tier 1 Armor,Invigoration,Recuperation,Absolution,Shotgun Reserves,Sniper Rifle Reserves,,,,,
Prodigal Helm,2753581141,"""6917529090447740031""",,Legendary,Helmet,Titan,653,Arc Damage Resistance,1,2,0,1,,Mobile Titan Armor,Mobility Enhancement Mod,Restorative Mod,Tier 1 Armor,Pulse Rifle Targeting,Ashes to Assets,Special Ammo Finder,Machine Gun Reserves,,,
Outlawed Collector Grips,1769446802,"""6917529090930903753""",,Legendary,Gauntlets,Hunter,671,Arc Damage Resistance,4,2,1,0,,Collector +2,Survivalist Hunter Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 4 Armor,Momentum Transfer,Machine Gun Loader,Grenade Launcher Scavenger,Linear Fusion Rifle Scavenger,,
Grips of the Great Hunt,196235132,"""6917529088836710006""",keep,Legendary,Gauntlets,Hunter,626,Arc Damage Resistance,2,2,1,0,,Survivalist Hunter Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 2 Armor,Fastball,Impact Induction,Enhanced Impact Induction,Fusion Rifle Scavenger,Grenade Launcher Scavenger,,
Reverie Dawn Mark,1980768298,"""6917529084656936110""",keep,Legendary,Titan Mark,Titan,650,Void Damage Resistance,2,0,0,0,,Impact Mod,Tier 2 Armor,New Age Black Armory,Insulation,Innervation,Better Already,Sniper Rifle Reserves,Rocket Launcher Scavenger,,,
Tangled Web Hood,1664085089,"""6917529093233036237""",,Legendary,Helmet,Warlock,700,Arc Damage Resistance,1,1,2,0,,Restorative Warlock Armor,Mobility Enhancement Mod,Restorative Mod,Tier 1 Armor,Heavy Lifting,Scatter Projectile Targeting,Special Ammo Finder,Heavy Ammo Finder,,,
Ancient Apocalypse Grips,2130645994,"""6917529086481586275""",,Legendary,Gauntlets,Hunter,634,Void Damage Resistance,1,3,0,0,,Mobile Hunter Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Gambit Leather,Momentum Transfer,Energy Weapon Loader,Linear Fusion Rifle Scavenger,Shotgun Scavenger,,
Wing Theorem,997903134,"""6917529093197592135""",,Legendary,Chest Armor,Warlock,700,Void Damage Resistance,1,0,2,2,,Restorative Warlock Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 1 Armor,Crucible Legacy,Unflinching Submachine Gun Aim,Unflinching Sniper Aim,Auto Rifle Reserves,Special Ammo Finder,,
Reverie Dawn Bond,3602032567,"""6917529084231900935""",keep,Legendary,Warlock Bond,Warlock,650,Solar Damage Resistance,3,0,0,0,,Riven's Curse,Tier 3 Armor,Burnished Dreams,Insulation,Invigoration,Recuperation,Sniper Rifle Reserves,Fusion Rifle Scavenger,,,
Forged Machinist Mark,4059853946,"""6917529085454608840""",keep,Legendary,Titan Mark,Titan,650,Arc Damage Resistance,1,0,0,0,,Tier 1 Armor,New Age Black Armory,Innervation,Recuperation,Hand Cannon Scavenger,Heavy Ammo Finder,,,,,
Wing Contender,1084033161,"""6917529077245422265""",,Legendary,Leg Armor,Hunter,560,Void Damage Resistance,2,1,1,1,,Survivalist Hunter Armor,Mobility Enhancement Mod,Restorative Mod,Tier 2 Armor,Crucible Legacy,Linear Fusion Dexterity,Kinetic Dexterity,Sidearm Scavenger,Special Ammo Finder,,
Froststrike Mark,3932439362,"""6917529084799275089""",,Legendary,Titan Mark,Titan,10,Void Damage Resistance,1,0,0,0,,Tier 1 Armor,Insulation,Recuperation,Submachine Gun Reserves,Special Ammo Finder,,,,,,
Bulletsmith's Ire Mark,388999052,"""6917529088978212402""",keep,Legendary,Titan Mark,Titan,650,Solar Damage Resistance,2,0,0,0,,Tier 2 Armor,Midnight Smith,Innervation,Recuperation,Better Already,Fusion Rifle Reserves,Heavy Ammo Finder,,,,
Reverie Dawn Hood,185695659,"""6917529090236363381""",keep,Legendary,Helmet,Warlock,664,Solar Damage Resistance,1,1,2,0,,Mobile Warlock Armor,Mobility Enhancement Mod,Restorative Mod,Riven's Curse,Tier 1 Armor,Burnished Dreams,Auto Rifle Targeting,Hands-On,Enhanced Hand Cannon Targeting,Sword Reserves,Special Ammo Finder
Greaves of the Great Hunt,3055836250,"""6917529084714051381""",keep,Legendary,Leg Armor,Titan,644,Solar Damage Resistance,1,2,0,1,,Mobile Titan Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Perpetuation,Traction,Dynamo,Pulse Rifle Scavenger,Sidearm Scavenger,,
Outlawed Invader Gloves,239713979,"""6917529090812568707""",keep,Legendary,Gauntlets,Warlock,659,Arc Damage Resistance,1,1,1,1,,Invader +2,Heavy Warlock Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Impact Induction,Large Weapon Loader,Fusion Rifle Scavenger,Sniper Rifle Scavenger,,
Vigil of Heroes,2072877132,"""6917529083595854262""",,Legendary,Leg Armor,Hunter,600,Arc Damage Resistance,1,2,0,1,,Heavy Hunter Armor,Mobility Enhancement Mod,Restorative Mod,Tier 1 Armor,Vanguard Veteran,Shotgun Dexterity,Oversize Weapon Dexterity,Arrow Scavenger,Submachine Gun Scavenger,,
Mimetic Savior Helm,3839471140,"""6917529086648527464""",,Legendary,Helmet,Titan,631,Arc Damage Resistance,1,1,1,1,,Restorative Titan Armor,Mobility Enhancement Mod,Restorative Mod,Tier 1 Armor,Heavy Lifting,Machine Gun Targeting,Rocket Launcher Reserves,Shotgun Reserves,,,
Ancient Apocalypse Bond,2088829612,"""6917529093524916918""",keep,Legendary,Warlock Bond,Warlock,700,Solar Damage Resistance,2,0,0,0,,Tier 2 Armor,Gambit Leather,Invigoration,Recuperation,Sniper Rifle Reserves,Heavy Ammo Finder,,,,,
Dragonfly Regalia Mark,3378116217,"""6917529078971730693""",,Legendary,Titan Mark,Titan,10,Arc Damage Resistance,2,0,0,0,,Tier 2 Armor,Insulation,Invigoration,Auto Rifle Reserves,Sword Reserves,,,,,,
Prodigal Bond,2800566014,"""6917529090856404863""",keep,Legendary,Warlock Bond,Warlock,691,Solar Damage Resistance,4,0,0,0,,Tier 4 Armor,Innervation,Better Already,Shotgun Reserves,Special Ammo Finder,,,,,,
Gunsmith's Devotion Bond,3567761471,"""6917529090925772628""",,Legendary,Warlock Bond,Warlock,694,Solar Damage Resistance,1,0,0,0,,Tier 1 Armor,Midnight Smith,Innervation,Invigoration,Recuperation,Sniper Rifle Reserves,Sword Reserves,,,,
Reverie Dawn Cloak,3306564654,"""6917529068999135830""",keep,Legendary,Hunter Cloak,Hunter,500,Solar Damage Resistance,1,0,0,0,,Riven's Curse,Tier 1 Armor,Burnished Dreams,Insulation,Innervation,Better Already,Auto Rifle Reserves,Linear Fusion Rifle Reserves,,,
Thorium Holt Hood,2470746631,"""6917529092325800482""",keep,Legendary,Helmet,Warlock,700,Arc Damage Resistance,3,1,2,0,,Restorative Warlock Armor,Mobility Enhancement Mod,Restorative Mod,Tier 3 Armor,Light Reactor,Pump Action,Sniper Rifle Reserves,Sword Reserves,,,
Ancient Apocalypse Robes,4188366993,"""6917529084279349616""",,Legendary,Chest Armor,Warlock,627,Arc Damage Resistance,3,0,2,2,,Restorative Warlock Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 3 Armor,Gambit Leather,Unflinching Kinetic Aim,Unflinching Energy Aim,Pulse Rifle Reserves,Primary Ammo Finder,,
Bladesmith's Memory Cloak,3164851950,"""6917529090076054240""",,Legendary,Hunter Cloak,Hunter,657,Void Damage Resistance,3,0,0,0,,Tier 3 Armor,Midnight Smith,Insulation,Innervation,Recuperation,Grenade Launcher Reserves,Auto Rifle Scavenger,,,,
Boots of the Great Hunt,1195800715,"""6917529080264164017""",,Legendary,Leg Armor,Warlock,600,Solar Damage Resistance,1,1,1,1,,Mobile Warlock Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Auto Rifle Dexterity,Traction,Light Arms Dexterity,Primary Ammo Finder,Special Ammo Finder,,
Tangled Web Robes,1034149520,"""6917529092319946334""",,Legendary,Chest Armor,Warlock,683,Void Damage Resistance,1,1,2,1,,Restorative Warlock Armor,Mobility Enhancement Mod,Restorative Mod,Tier 1 Armor,Unflinching Auto Rifle Aim,Unflinching Submachine Gun Aim,Hand Cannon Reserves,Submachine Gun Reserves,,,
Dragonfly Regalia Plate,2634286116,"""6917529083158708861""",,Legendary,Chest Armor,Titan,10,Arc Damage Resistance,2,1,1,2,,Tier 2 Armor,Restorative Titan Armor,Plasteel Reinforcement Mod,Restorative Mod,Unflinching Linear Fusion Aim,Unflinching Kinetic Aim,Auto Rifle Reserves,Bow Reserves,,,
Ancient Apocalypse Grips,2130645994,"""6917529092040134711""",,Legendary,Gauntlets,Hunter,700,Void Damage Resistance,1,2,0,1,,Heavy Hunter Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Gambit Leather,Fastball,Impact Induction,Fusion Rifle Scavenger,Heavy Ammo Finder,,
Wing Discipline,2124666626,"""6917529087564955060""",keep,Legendary,Helmet,Titan,626,Solar Damage Resistance,3,1,0,2,,Mobile Titan Armor,Plasteel Reinforcement Mod,Restorative Mod,Transcendent Blessing,Tier 3 Armor,Crucible Legacy,Light Reactor,Scatter Projectile Targeting,Rocket Launcher Reserves,Sniper Rifle Reserves,
Reverie Dawn Plate,4070309619,"""6917529084814619314""",keep,Legendary,Chest Armor,Titan,649,Solar Damage Resistance,2,2,1,1,,Mobile Titan Armor,Plasteel Reinforcement Mod,Restorative Mod,Riven's Curse,Tier 2 Armor,Burnished Dreams,Unflinching Linear Fusion Aim,Unflinching Energy Aim,Enhanced Unflinching Sniper Aim,Pulse Rifle Reserves,Primary Ammo Finder
Vigil of Heroes,2592351697,"""6917529092296867263""",,Legendary,Leg Armor,Warlock,700,Void Damage Resistance,2,2,1,0,,Mobile Warlock Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 2 Armor,Vanguard Veteran,Energy Dexterity,Light Arms Dexterity,Arrow Scavenger,Pulse Rifle Scavenger,,
Star-Crossed Helm,2613761000,"""6917529084934798755""",,Legendary,Helmet,Titan,10,Void Damage Resistance,2,1,1,1,,Tier 2 Armor,Restorative Titan Armor,Mobility Enhancement Mod,Restorative Mod,Sidearm Targeting,Energy Weapon Targeting,Fusion Rifle Reserves,Heavy Ammo Finder,,,
Vigil of Heroes,1490307366,"""6917529084369978214""",,Legendary,Gauntlets,Titan,624,Solar Damage Resistance,1,2,0,1,,Mobile Titan Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Vanguard Veteran,Momentum Transfer,Large Weapon Loader,Linear Fusion Rifle Scavenger,Sword Scavenger,,
Notorious Reaper Strides,1233301693,"""6917529091313063159""",keep,Legendary,Leg Armor,Hunter,684,Arc Damage Resistance,2,1,1,1,,Reaper +3,Survivalist Hunter Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 2 Armor,Bow Dexterity,Perpetuation,Dynamo,Sidearm Scavenger,Primary Ammo Finder,
Bulletsmith's Ire Helm,2921334134,"""6917529086725285258""",favorite,Legendary,Helmet,Titan,650,Void Damage Resistance,1,1,0,2,,Heavy Titan Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Midnight Smith,Hands-On,Precision Weapon Targeting,Enhanced Heavy Lifting,Fusion Rifle Reserves,Machine Gun Reserves,
Tangled Web Bond,4256272077,"""6917529090225044643""",keep,Legendary,Warlock Bond,Warlock,699,Void Damage Resistance,2,0,0,0,,Tier 2 Armor,Insulation,Invigoration,Fusion Rifle Scavenger,Grenade Launcher Scavenger,,,,,,
Dragonfly Regalia Strides,1558296754,"""6917529079229138981""",,Legendary,Leg Armor,Hunter,10,Arc Damage Resistance,2,3,0,0,,Tier 2 Armor,Mobile Hunter Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Kinetic Dexterity,Energy Dexterity,Hand Cannon Scavenger,Special Ammo Finder,,,
Dragonfly Regalia Boots,44150041,"""6917529083161504183""",,Legendary,Leg Armor,Warlock,10,Arc Damage Resistance,3,1,2,0,,Tier 3 Armor,Restorative Warlock Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Auto Rifle Dexterity,Fusion Rifle Dexterity,Arrow Scavenger,Submachine Gun Scavenger,,,
Gunsmith's Devotion Crown,1624906371,"""6917529092534716823""",,Legendary,Helmet,Warlock,700,Arc Damage Resistance,2,0,2,1,,Restorative Warlock Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 2 Armor,Midnight Smith,Sniper Rifle Targeting,Heavy Lifting,Remote Connection,Special Ammo Finder,Machine Gun Reserves,
Vigil of Heroes,1054960580,"""6917529090222208030""",,Legendary,Warlock Bond,Warlock,640,Arc Damage Resistance,1,0,0,0,,Tier 1 Armor,Vanguard Veteran,Innervation,Invigoration,Arrow Scavenger,Hand Cannon Scavenger,,,,,
Vernal Growth Gloves,870019568,"""6917529092690467300""",,Legendary,Gauntlets,Warlock,10,Arc Damage Resistance,2,1,2,0,,Restorative Warlock Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 2 Armor,Fastball,Machine Gun Loader,Fusion Rifle Scavenger,Machine Gun Scavenger,,,
Symmetrists' Habit,3634634222,"""6917529086799148664""",,Legendary,Chest Armor,Warlock,10,Arc Damage Resistance,2,1,2,1,,Tier 2 Armor,Restorative Warlock Armor,Mobility Enhancement Mod,Restorative Mod,Unflinching Pulse Rifle Aim,Unflinching Sniper Aim,Pulse Rifle Reserves,Sidearm Reserves,,,
Symmetrists' Mask,773780651,"""6917529083730441253""",,Legendary,Helmet,Warlock,10,Void Damage Resistance,2,1,2,0,,Tier 2 Armor,Restorative Warlock Armor,Mobility Enhancement Mod,Restorative Mod,Ashes to Assets,Heavy Lifting,Grenade Launcher Reserves,Special Ammo Finder,,,
Neoteric Kiyot Cloak,3703602779,"""6917529091213625595""",,Legendary,Hunter Cloak,Hunter,10,Void Damage Resistance,1,0,0,0,,Tier 1 Armor,Insulation,Recuperation,Sidearm Reserves,Submachine Gun Reserves,,,,,,
